student_id,gender,age,subject,exam_score,exam_date,region,grade_level,school,score_status,performance_level
4748,Female,20,Math,86.69,2024-10-30,Henrystad,Year 3,"Sanchez, Torres and Williams",Pass,Excellent
3649,Female,18,Computer,82.26,2025-06-19,East Emilyberg,Year 2,"Holmes, Gaines and Salazar",Pass,Good
8718,Male,20,History,61.52,2025-05-31,New Davidton,Year 3,Montgomery-Barrera,Pass,Average
9759,Male,18,Computer,86.26,2025-05-05,West Anthonyberg,Year 1,Lee-Freeman,Pass,Excellent
1466,Male,19,Computer,81.72,2025-06-11,Jenniferchester,Year 4,Phillips-Smith,Pass,Good
4610,Male,18,Computer,89.3,2025-02-20,Rhodeschester,Year 4,George LLC,Pass,Excellent
5171,Female,21,Science,48.98,2025-02-08,East Mary,Year 4,Maldonado Inc,Fail,Low
1453,Male,20,Computer,99.94,2025-05-08,Fullerview,Year 1,Aguilar-Dean,Pass,Excellent
7463,Female,22,History,92.8,2025-09-13,New Erin,Year 4,"Lee, Harris and Tran",Pass,Excellent
5912,Male,19,Science,48.35,2024-12-22,Lake Linda,Year 4,"Roy, Sanders and Farmer",Fail,Low
7955,Male,24,Math,45.41,2025-09-19,West Joshuamouth,Year 3,"Franco, Jordan and Mills",Fail,Low
8635,Male,24,English,67.67,2024-12-23,Christopherborough,Year 1,Morales PLC,Pass,Average
7872,Female,21,Math,52.23,2025-09-10,North James,Year 1,Andersen-Lewis,Pass,Average
2750,Male,25,English,90.6,2025-03-12,Petersonshire,Year 2,Spence-Yoder,Pass,Excellent
3625,Male,18,Computer,62.13,2024-11-23,Josechester,Year 2,Jones-Christian,Pass,Average
4207,Female,19,History,74.08,2025-10-17,Lake Hollyshire,Year 3,Mitchell-Boyd,Pass,Good
3345,Male,21,Computer,99.73,2025-03-01,Port Savannahborough,Year 3,"Martinez, Richardson and Soto",Pass,Excellent
3884,Female,25,Science,60.07,2024-11-29,Lake Jennyfurt,Year 4,"Graham, Christian and Ellis",Pass,Average
3595,Male,21,Math,98.34,2025-02-13,New Thomasburgh,Year 2,Santana Group,Pass,Excellent
7689,Male,24,Math,66.43,2025-10-10,Davidborough,Year 4,Jones-Warner,Pass,Average
7619,Male,19,Math,95.76,2025-07-31,Lake Alexishaven,Year 2,Chapman LLC,Pass,Excellent
7102,Male,24,Computer,79.06,2024-11-01,East Robert,Year 2,Scott PLC,Pass,Good
5810,Male,18,English,55.53,2025-03-21,Berrymouth,Year 3,Snyder-Bryant,Pass,Average
1443,Male,19,English,99.12,2025-06-26,South Johnville,Year 1,"Butler, Hutchinson and Anderson",Pass,Excellent
8587,Female,23,English,97.95,2025-04-01,Darrenport,Year 3,"Banks, Oconnell and Crane",Pass,Excellent
3590,Female,22,Computer,77.49,2025-01-07,West Juanside,Year 3,"Silva, Barnes and Lopez",Pass,Good
9752,Male,24,Computer,58.5,2025-10-21,Darrellborough,Year 3,Price LLC,Pass,Average
1084,Female,22,Computer,76.35,2024-11-19,Jeanborough,Year 3,Anderson-Martinez,Pass,Good
7322,Female,24,English,55.12,2025-07-05,Olsonfort,Year 1,Williams-Duran,Pass,Average
6606,Female,23,Computer,61.56,2025-09-14,Johnsonland,Year 3,Wang Group,Pass,Average
9055,Male,19,Math,63.12,2025-10-21,Hebertside,Year 2,"Esparza, Wall and Butler",Pass,Average
3397,Male,23,Science,94.57,2025-09-21,New Anita,Year 4,Bell-Torres,Pass,Excellent
9662,Female,22,Computer,60.64,2025-02-28,East Amandaborough,Year 1,"Grant, Reynolds and Beard",Pass,Average
2519,Female,18,History,89.66,2025-03-24,South Jessica,Year 2,"Tucker, Foster and Bell",Pass,Excellent
3926,Male,24,English,92.4,2025-03-07,Chambershaven,Year 4,"Williams, Mcbride and Hardin",Pass,Excellent
5613,Male,25,English,73.35,2025-05-13,Brownbury,Year 1,Conner-Parrish,Pass,Good
4880,Male,18,Computer,77.81,2024-12-03,East Anthonychester,Year 1,Baldwin LLC,Pass,Good
5144,Male,19,Science,84.25,2025-05-06,Jeremyborough,Year 2,Murphy Group,Pass,Good
2967,Female,22,Computer,78.46,2024-12-25,Jacobburgh,Year 1,Mercado-Stewart,Pass,Good
3061,Female,18,Science,44.75,2025-07-01,East James,Year 4,Green-Robinson,Fail,Low
4591,Female,18,Science,79.83,2025-03-16,Nicholasburgh,Year 3,Villarreal PLC,Pass,Good
8192,Male,25,Computer,75.45,2025-04-30,New Anthonyville,Year 4,Diaz-Carroll,Pass,Good
6233,Male,25,English,74.91,2025-09-21,East Elizabeth,Year 2,Cole and Sons,Pass,Good
3302,Male,18,Computer,50.28,2025-01-29,North Sandraberg,Year 4,"Olson, Hernandez and Gordon",Pass,Average
1519,Female,24,Math,49.23,2025-04-03,New Janice,Year 3,Fritz-Reynolds,Fail,Low
8277,Female,20,Computer,74.93,2025-01-26,Stephensburgh,Year 1,"Landry, Marquez and Robinson",Pass,Good
2715,Male,24,Science,44.14,2025-03-18,Hectorfort,Year 2,"Carter, Thompson and Arroyo",Fail,Low
2117,Male,21,English,55.93,2025-04-18,North Jacobport,Year 2,Harmon-Blevins,Pass,Average
6247,Male,23,English,98.82,2025-08-12,Port Mark,Year 2,Johnson-Cole,Pass,Excellent
5704,Male,22,Math,60.16,2025-05-08,Monroehaven,Year 2,Simon Inc,Pass,Average
9473,Female,25,History,98.73,2025-02-06,Johnfort,Year 1,Lara Ltd,Pass,Excellent
1070,Male,18,History,63.35,2025-06-24,North Amandabury,Year 2,"Taylor, Rogers and Campbell",Pass,Average
8774,Male,18,English,59.56,2024-12-01,Vegashire,Year 3,"King, Webb and Dalton",Pass,Average
2246,Female,20,Science,67.42,2025-01-26,West Michael,Year 3,Carlson-Pena,Pass,Average
9009,Female,23,English,60.14,2025-01-22,Douglasside,Year 4,Lang-Little,Pass,Average
3051,Male,24,English,45.38,2025-05-16,Wilsonton,Year 4,Alexander-Vega,Fail,Low
6496,Male,19,History,62.56,2025-08-16,Pughbury,Year 1,"Marquez, Shaw and Mckee",Pass,Average
9612,Female,22,History,82.98,2025-08-01,Branditown,Year 2,Black-Rosales,Pass,Good
9219,Male,23,History,73.09,2025-08-24,Sandersborough,Year 2,"Johnson, Burch and Mathis",Pass,Good
7429,Female,19,History,42.52,2025-04-04,West Toddmouth,Year 2,Fisher-Turner,Fail,Low
1824,Female,24,Math,71.74,2025-03-31,East Allisonfurt,Year 2,"Mitchell, Faulkner and Perez",Pass,Good
8365,Female,21,History,64.38,2025-04-11,Rhondaport,Year 3,"Morris, Williams and Christian",Pass,Average
9510,Female,19,English,56.01,2024-12-18,East Robertshire,Year 3,Coleman-Osborn,Pass,Average
1541,Male,23,English,96.92,2025-02-17,Palmerside,Year 3,Warren PLC,Pass,Excellent
2956,Male,20,English,75.97,2025-08-09,East Patrick,Year 1,"Bender, Carroll and Stark",Pass,Good
4411,Male,25,History,75.25,2025-07-05,Clarkchester,Year 1,Ford Inc,Pass,Good
5006,Female,18,Science,42.5,2024-10-31,Tiffanyland,Year 4,"Hernandez, Miller and Andrews",Fail,Low
9732,Female,23,History,46.47,2025-05-14,North Tammy,Year 1,Jacobs Group,Fail,Low
3841,Male,20,Math,74.38,2025-03-06,Loveshire,Year 1,"Kent, Bennett and Daniels",Pass,Good
6670,Male,22,English,68.75,2025-10-20,Joyceside,Year 2,Anderson Inc,Pass,Average
1552,Male,21,Math,58.77,2024-11-03,South Dana,Year 3,Nelson LLC,Pass,Average
1124,Male,22,Science,73.56,2025-01-19,Maryland,Year 2,Sanders Ltd,Pass,Good
9264,Female,21,Math,82.91,2025-03-16,Lynchborough,Year 4,Johnson-Coleman,Pass,Good
3018,Female,24,Science,50.55,2025-04-23,East Brookebury,Year 2,"Rodriguez, Faulkner and Cox",Pass,Average
1738,Female,20,Science,41.96,2024-11-11,South Barbara,Year 3,Bates-Salazar,Fail,Low
8389,Female,19,English,46.77,2025-01-14,New Gary,Year 1,"Hubbard, Mason and Green",Fail,Low
4029,Male,19,Math,96.5,2024-12-30,South Taylor,Year 1,Rosario-Gilmore,Pass,Excellent
3218,Male,21,History,62.46,2025-04-24,Lake Sheila,Year 1,Wood Ltd,Pass,Average
8746,Female,18,Computer,64.34,2025-03-02,Claytonmouth,Year 2,"Foster, Smith and Garcia",Pass,Average
1449,Female,18,Computer,78.09,2024-12-21,Boydside,Year 3,"Garcia, Reid and Baird",Pass,Good
1861,Female,22,Science,77.97,2024-11-16,South Kenneth,Year 3,"Braun, Wright and Collins",Pass,Good
2135,Male,18,History,47.58,2024-12-26,Gutierrezville,Year 3,Simmons and Sons,Fail,Low
4160,Male,22,English,45.83,2025-05-13,West Kimberly,Year 4,"Jennings, Hanson and Adkins",Fail,Low
3980,Male,25,Math,45.27,2024-11-30,Lake Taraville,Year 2,"Lewis, Crawford and Moore",Fail,Low
2908,Female,20,Computer,43.53,2025-09-25,West Tannerburgh,Year 1,"Ramirez, Escobar and Holmes",Fail,Low
1074,Male,18,English,69.43,2025-09-04,Port Cassandraburgh,Year 2,Moore Group,Pass,Average
4793,Female,25,Computer,61.58,2024-10-26,Lisahaven,Year 3,Day and Sons,Pass,Average
6956,Female,22,Math,97.22,2025-04-19,Ashleemouth,Year 1,Arnold-Morgan,Pass,Excellent
2921,Female,24,Math,41.09,2025-07-28,Turnermouth,Year 1,Hayes-Andersen,Fail,Low
8026,Female,19,Science,66.15,2025-05-14,South Douglasborough,Year 4,"Holt, Collier and Mcmahon",Pass,Average
7410,Male,21,English,66.16,2025-09-11,Wesleymouth,Year 1,"Ramirez, Owens and Andrews",Pass,Average
6561,Female,22,Science,92.72,2025-01-15,Lake Patricia,Year 3,Calhoun Group,Pass,Excellent
3657,Female,22,Science,54.9,2025-08-29,Gabrielleshire,Year 1,Holland-Patel,Pass,Average
1970,Male,25,Science,44.33,2025-04-25,Jacobton,Year 1,Smith-Marshall,Fail,Low
5083,Female,19,Science,61.08,2025-09-23,Davidsonside,Year 2,George LLC,Pass,Average
4589,Male,19,History,60.17,2024-11-03,Port Nicholas,Year 3,"Scott, Miller and Watts",Pass,Average
9554,Male,18,Science,62.57,2025-07-29,Yangstad,Year 3,Benson LLC,Pass,Average
3324,Female,23,Computer,41.31,2024-11-08,Chadville,Year 1,Lopez and Sons,Fail,Low
9516,Female,25,Science,80.21,2025-07-11,Port Nancy,Year 1,Jones and Sons,Pass,Good
1330,Female,23,History,93.43,2025-01-03,Normanburgh,Year 1,Brown-Jackson,Pass,Excellent
7549,Female,25,History,62.82,2025-02-27,Port Tara,Year 2,Pace Ltd,Pass,Average
6205,Female,24,History,79.39,2025-08-01,Carolinetown,Year 3,Johnson PLC,Pass,Good
1535,Male,25,English,47.42,2025-09-24,New Joseph,Year 4,"Bowman, Jones and Buchanan",Fail,Low
2866,Male,19,Math,92.97,2025-10-04,West Jamieburgh,Year 3,Stevenson-Fox,Pass,Excellent
5495,Male,18,Math,80.83,2025-10-01,South Debbie,Year 2,Clements-Brewer,Pass,Good
1806,Male,25,English,96.64,2025-06-20,Lake April,Year 1,Howard Inc,Pass,Excellent
2950,Male,20,Computer,41.07,2024-11-18,South Jose,Year 3,"Jones, Bray and Stewart",Fail,Low
4774,Male,22,History,86.21,2025-06-20,Mathewsshire,Year 2,Davis-Wilson,Pass,Excellent
4016,Male,22,Math,79.53,2024-12-31,Feliciafort,Year 4,Singh Group,Pass,Good
7370,Male,19,History,49.21,2025-04-04,Lake Ashley,Year 3,Espinoza PLC,Fail,Low
1599,Female,22,History,44.68,2025-05-27,West Benjamin,Year 2,Browning Inc,Fail,Low
5766,Male,25,Science,64.62,2025-02-25,Port Richardtown,Year 3,Baker LLC,Pass,Average
6402,Male,21,English,62.17,2025-08-02,Russoview,Year 4,Dean-Cowan,Pass,Average
5723,Male,20,Math,69.41,2025-07-20,South Christopher,Year 1,"Robles, Brooks and Sutton",Pass,Average
1493,Female,21,English,69.02,2025-04-29,Laurafort,Year 2,Allison Inc,Pass,Average
8916,Female,19,History,92.59,2024-12-02,Paulaport,Year 3,Castro-Alexander,Pass,Excellent
8426,Male,18,Math,63.09,2025-09-25,Lake Emilyfurt,Year 2,Gould LLC,Pass,Average
1980,Male,22,Science,91.46,2024-10-24,North April,Year 2,Bush-Mcgee,Pass,Excellent
5339,Male,21,Math,77.09,2025-08-18,South Jonathan,Year 2,Howard-Simpson,Pass,Good
5292,Male,22,Math,62.79,2025-04-05,Dominiquemouth,Year 3,Smith and Sons,Pass,Average
5242,Female,20,Science,90.64,2024-10-22,Lukeville,Year 3,Stephens Ltd,Pass,Excellent
8326,Female,21,Science,82.39,2025-09-21,Lake Donald,Year 1,Black and Sons,Pass,Good
7446,Female,22,Computer,40.4,2025-09-17,North Savannah,Year 3,Stone-Joyce,Fail,Low
1061,Male,20,Science,67.15,2025-05-17,East Christinafort,Year 4,"Smith, Ross and Johnson",Pass,Average
4914,Male,19,History,91.79,2024-12-14,North Tracey,Year 2,Holder-Smith,Pass,Excellent
6811,Male,25,Science,43.99,2024-11-10,Mccarthychester,Year 2,Smith LLC,Fail,Low
8420,Female,18,Math,44.73,2025-01-25,South Randy,Year 3,Conway PLC,Fail,Low
8873,Male,24,Science,64.32,2025-07-19,New Brandi,Year 1,Sheppard PLC,Pass,Average
8739,Male,23,Math,43.3,2025-08-28,Frazierview,Year 1,Gonzalez-Wilson,Fail,Low
5349,Female,23,Math,87.49,2025-10-11,Danielsstad,Year 3,Johns-Kramer,Pass,Excellent
2574,Female,25,Computer,56.32,2025-09-03,Lake Lisa,Year 3,"Mills, Lewis and Rodriguez",Pass,Average
6887,Male,23,History,93.87,2025-04-05,Jamesland,Year 4,Phillips-Williams,Pass,Excellent
2059,Female,18,Computer,49.33,2025-04-22,Wisechester,Year 2,Mclaughlin and Sons,Fail,Low
6415,Male,19,Math,72.43,2025-10-11,New Brandon,Year 4,"Houston, Hurley and Holland",Pass,Good
8478,Female,20,Math,67.69,2025-06-15,West Michealfurt,Year 4,Allen and Sons,Pass,Average
3961,Female,19,History,76.0,2024-11-13,Reidport,Year 2,Reynolds-Mitchell,Pass,Good
1043,Female,24,Math,80.55,2025-06-22,Hansonberg,Year 2,"Gonzalez, Landry and Hall",Pass,Good
4583,Female,18,English,97.37,2024-11-20,Jarvisshire,Year 4,Mueller-Mcguire,Pass,Excellent
4482,Male,21,History,78.29,2025-07-30,North Jessicamouth,Year 2,Taylor Group,Pass,Good
3704,Male,19,Computer,98.89,2025-02-26,North Carlstad,Year 4,"Hines, Davis and Henson",Pass,Excellent
3712,Male,22,Math,53.07,2025-07-30,Jenningschester,Year 1,Norris PLC,Pass,Average
6613,Female,23,Math,78.38,2025-07-20,Bruceview,Year 4,"Ferrell, Graves and Flores",Pass,Good
5348,Female,24,English,68.25,2025-09-23,West Joshuafurt,Year 3,Oliver Group,Pass,Average
1480,Male,20,Science,87.48,2025-02-27,New Thomasport,Year 3,Murphy-Juarez,Pass,Excellent
6039,Female,18,Math,81.15,2025-10-02,Thompsonborough,Year 4,"Larson, Schwartz and Clayton",Pass,Good
8650,Male,19,Science,78.49,2025-02-25,South Sharonport,Year 2,Robinson-Cameron,Pass,Good
4151,Female,22,Math,77.9,2025-02-17,Harperborough,Year 1,Williams-Bailey,Pass,Good
4443,Male,23,English,85.46,2025-09-21,South Eric,Year 1,"Stephens, Collins and Holt",Pass,Excellent
2267,Male,18,Computer,74.91,2025-02-28,Ianborough,Year 1,Mora-Wallace,Pass,Good
9245,Male,20,Math,99.05,2025-03-02,South Dawntown,Year 1,"Adams, Morris and Olson",Pass,Excellent
9487,Male,21,Science,90.56,2025-03-08,South Ralph,Year 2,Pope-Melton,Pass,Excellent
4768,Male,20,History,82.08,2025-06-29,New Pammouth,Year 2,"Davis, Austin and Wyatt",Pass,Good
4567,Male,19,Computer,44.03,2025-10-11,Kimberlytown,Year 2,"Hughes, Wood and Freeman",Fail,Low
8148,Male,21,Math,52.11,2024-11-14,Kevinfort,Year 1,"Davis, Obrien and Turner",Pass,Average
4399,Female,25,English,55.38,2025-06-23,Brendanbury,Year 4,Cross and Sons,Pass,Average
7834,Male,19,English,77.52,2025-02-27,New Alexanderport,Year 2,Smith Inc,Pass,Good
9514,Male,20,Math,49.19,2025-01-06,Lake Brittany,Year 4,Taylor-Wagner,Fail,Low
2780,Female,18,Computer,62.98,2025-08-19,Leeville,Year 2,Swanson Ltd,Pass,Average
9545,Female,23,Math,98.57,2025-10-09,Jamestown,Year 2,Rasmussen Group,Pass,Excellent
9505,Male,23,Science,48.35,2025-05-02,South Ericside,Year 1,Cox Ltd,Fail,Low
2661,Female,22,English,61.14,2025-04-22,East Jay,Year 4,"Newman, Cabrera and Smith",Pass,Average
3563,Female,20,History,92.52,2025-08-17,North Andrewton,Year 3,Shelton-Small,Pass,Excellent
1299,Female,21,Math,44.51,2025-05-16,Griffinview,Year 3,Kennedy-Lara,Fail,Low
8968,Female,23,Science,82.94,2025-05-11,Port Ryanton,Year 1,Allen Inc,Pass,Good
8924,Female,24,Computer,62.14,2025-02-20,Port Christopherville,Year 4,Baxter Ltd,Pass,Average
9588,Male,24,English,74.26,2025-10-14,Danielchester,Year 4,Arroyo Ltd,Pass,Good
2170,Female,24,Math,76.88,2025-02-11,Garzaland,Year 4,Flores LLC,Pass,Good
4374,Male,23,Math,90.44,2025-08-10,South Kenneth,Year 2,Gonzales-Rodriguez,Pass,Excellent
5846,Male,25,History,65.11,2025-01-19,New Vanessa,Year 1,Murillo and Sons,Pass,Average
7840,Female,18,Computer,49.88,2025-04-13,South Melissaport,Year 4,"Jones, Jackson and King",Fail,Low
7917,Female,18,English,72.22,2025-01-11,Espinozamouth,Year 3,"Dominguez, Kelly and Ferguson",Pass,Good
6215,Male,20,Science,59.47,2025-02-16,Campbellmouth,Year 1,"Barker, Gibson and Gray",Pass,Average
5994,Female,23,Science,65.75,2024-11-19,West Saramouth,Year 1,Greene LLC,Pass,Average
3166,Female,23,Math,74.71,2025-05-16,South Kellystad,Year 1,Day-Chan,Pass,Good
9235,Female,19,Math,54.28,2024-12-17,Acostaburgh,Year 3,Arroyo-Jones,Pass,Average
6592,Male,25,Science,87.92,2025-03-09,North Andrea,Year 1,"Price, Harris and Cummings",Pass,Excellent
3251,Male,25,English,90.3,2025-06-24,Seanton,Year 3,"Serrano, Sullivan and Evans",Pass,Excellent
6344,Female,22,Math,79.47,2025-06-12,Conleymouth,Year 1,Matthews and Sons,Pass,Good
9112,Female,25,English,78.61,2025-06-04,East Lorettachester,Year 3,Smith-Wu,Pass,Good
2640,Male,19,History,81.04,2025-09-19,Hollandmouth,Year 1,Church Group,Pass,Good
7140,Female,21,Math,69.33,2025-10-17,Karlafurt,Year 3,Burgess Group,Pass,Average
7178,Female,25,Computer,48.05,2025-03-27,Douglasville,Year 4,"Graves, Edwards and Harper",Fail,Low
2630,Male,23,History,67.97,2025-06-15,Port Lori,Year 1,Johnson-Romero,Pass,Average
4137,Female,22,English,98.57,2025-07-01,Port Christopherburgh,Year 2,Gonzalez PLC,Pass,Excellent
6451,Female,24,Science,81.5,2025-08-09,Stevenberg,Year 3,"White, Allen and Parrish",Pass,Good
1937,Female,23,English,50.28,2024-11-03,New Jeremybury,Year 2,"Taylor, Gates and Petersen",Pass,Average
2330,Male,18,History,98.49,2025-09-01,Michaelland,Year 4,"Ramirez, Espinoza and Sanchez",Pass,Excellent
6118,Female,23,Science,47.09,2025-07-07,Courtneybury,Year 4,"Smith, Barker and Flores",Fail,Low
4461,Female,23,Computer,85.97,2024-12-18,North Paulaport,Year 2,Munoz-Sanders,Pass,Excellent
5468,Male,19,Science,53.44,2025-08-02,West Jakeberg,Year 3,Jacobs LLC,Pass,Average
1606,Male,20,Computer,98.92,2024-11-04,South Anaville,Year 1,"Collins, Ibarra and Perkins",Pass,Excellent
6633,Male,22,English,59.98,2024-11-01,Floydfurt,Year 1,Norton-Dickerson,Pass,Average
7973,Female,22,Math,51.75,2025-05-20,Allisonborough,Year 1,"Morales, Hall and Robinson",Pass,Average
2654,Female,21,Computer,79.74,2025-02-24,Kimberlyburgh,Year 1,"Smith, Nguyen and Nichols",Pass,Good
6244,Female,21,Math,66.34,2025-10-02,Sullivanberg,Year 2,"Mendez, Jackson and Jordan",Pass,Average
7817,Male,20,Science,51.04,2024-11-16,Lake Christopher,Year 2,Ruiz-Browning,Pass,Average
2975,Male,18,Science,46.38,2025-01-16,Harrisstad,Year 1,"Gardner, George and Berg",Fail,Low
2988,Male,20,English,84.34,2025-09-12,West Phillip,Year 2,Fox Inc,Pass,Good
5923,Male,21,Computer,44.21,2025-05-04,Laurenborough,Year 2,Taylor-Boyd,Fail,Low
4897,Female,21,Science,77.23,2025-02-20,Leonfort,Year 4,Fisher Ltd,Pass,Good
5344,Female,18,Math,42.3,2025-07-25,Phamside,Year 4,Bryan LLC,Fail,Low
8666,Female,21,History,44.19,2025-03-15,Calvinstad,Year 2,Mccoy LLC,Fail,Low
8868,Male,18,Computer,73.19,2024-12-16,Chaseland,Year 4,"Nichols, Lawson and Vega",Pass,Good
8388,Male,23,Computer,88.49,2025-08-22,Garyport,Year 4,Smith Ltd,Pass,Excellent
2812,Female,24,English,96.74,2025-09-02,Port Melinda,Year 2,Leon Group,Pass,Excellent
6926,Male,22,Computer,45.15,2024-12-19,Meganstad,Year 1,Wilson-Hughes,Fail,Low
6575,Female,22,English,68.66,2025-03-10,Smithstad,Year 4,Mcmahon Inc,Pass,Average
8946,Female,24,Computer,54.29,2025-07-09,East Toddstad,Year 1,Becker PLC,Pass,Average
9520,Female,20,History,62.63,2025-03-13,Port Daniellefort,Year 4,Mcdonald and Sons,Pass,Average
6525,Female,25,Computer,91.36,2025-03-07,New Gabriella,Year 3,Moreno Inc,Pass,Excellent
1499,Female,24,Computer,83.49,2025-03-24,Nicolehaven,Year 3,Foster PLC,Pass,Good
3116,Male,25,Science,95.78,2025-07-17,Carlaport,Year 4,"Johnson, Brown and Strickland",Pass,Excellent
2058,Male,21,Science,75.84,2025-05-20,Roymouth,Year 4,Cochran PLC,Pass,Good
7862,Male,19,Math,86.76,2025-08-05,West Jessica,Year 3,Gomez-Shepherd,Pass,Excellent
4421,Female,19,History,64.02,2025-08-28,Port Melanie,Year 3,"Ramirez, Parsons and Johnson",Pass,Average
9047,Male,24,Math,58.08,2025-05-11,Melissamouth,Year 3,Gray-Moore,Pass,Average
2833,Male,24,History,66.63,2025-07-13,West Christina,Year 1,Norris Ltd,Pass,Average
5872,Female,22,Math,93.42,2025-08-15,Adamsport,Year 1,Cox-Smith,Pass,Excellent
8392,Male,23,Math,64.61,2025-04-19,Floresfort,Year 2,"Dominguez, Martin and Alvarado",Pass,Average
4070,Male,21,Math,43.26,2025-04-29,Michaelland,Year 2,Edwards PLC,Fail,Low
2206,Male,22,Math,93.49,2025-07-16,Susanville,Year 4,"Duffy, Fletcher and Diaz",Pass,Excellent
9496,Female,19,History,88.53,2025-03-10,Riosstad,Year 2,Wallace-Jarvis,Pass,Excellent
9724,Male,22,Science,78.15,2024-11-18,Silvafort,Year 3,Butler-Sutton,Pass,Good
6499,Male,19,Computer,79.81,2025-05-02,Tracieburgh,Year 2,Evans-Oconnor,Pass,Good
9981,Male,19,English,93.74,2025-10-08,Patriciaport,Year 1,Keith and Sons,Pass,Excellent
6252,Male,20,Math,88.67,2025-04-17,Perezburgh,Year 2,Bryant-Robertson,Pass,Excellent
8054,Female,24,Math,63.63,2024-11-15,Lake Teresa,Year 4,"Choi, Cohen and Wells",Pass,Average
9348,Male,18,Math,43.39,2025-09-18,Melendezview,Year 4,"Becker, Branch and Johnson",Fail,Low
9827,Male,18,Computer,77.13,2024-11-12,West Tony,Year 4,Reynolds Ltd,Pass,Good
8727,Female,24,History,79.48,2025-01-27,Petersenmouth,Year 2,Mccarthy-Green,Pass,Good
8932,Male,22,History,85.22,2025-05-14,South Colleenfort,Year 1,Fowler Inc,Pass,Excellent
1788,Female,19,English,49.84,2025-03-06,Dennismouth,Year 1,"Vargas, Rodriguez and Carter",Fail,Low
2544,Male,20,Math,43.04,2025-09-28,North Russell,Year 4,Ward-Brown,Fail,Low
8699,Female,23,English,90.71,2025-10-18,Rodriguezshire,Year 1,Campos and Sons,Pass,Excellent
5688,Female,21,History,52.9,2025-08-23,New Adrian,Year 3,Peters-Smith,Pass,Average
5046,Male,25,English,96.22,2025-07-13,Jonesfort,Year 4,"Jones, Bates and Hernandez",Pass,Excellent
4839,Female,19,Science,53.86,2024-11-24,North Ann,Year 3,Sawyer LLC,Pass,Average
6099,Female,22,Computer,40.28,2025-05-01,Melanieport,Year 3,Frederick Group,Fail,Low
4297,Male,20,Science,80.52,2025-05-02,Victoriaton,Year 1,Ritter-Ayers,Pass,Good
6450,Male,25,English,49.23,2025-08-30,Timothystad,Year 3,Marshall PLC,Fail,Low
3452,Male,20,English,49.51,2025-01-16,East Michael,Year 4,Clarke and Sons,Fail,Low
2494,Male,22,Math,84.42,2024-10-27,Lake Jamieberg,Year 4,Young LLC,Pass,Good
5903,Female,18,Computer,89.78,2025-01-10,East Shannon,Year 1,"Barnes, Reyes and Pham",Pass,Excellent
3250,Female,23,English,93.12,2025-03-29,Davidfort,Year 4,Todd and Sons,Pass,Excellent
1773,Female,25,Science,98.1,2025-03-31,Medinatown,Year 4,Ferguson-Williamson,Pass,Excellent
2763,Female,25,English,75.54,2025-06-02,New Tiffanymouth,Year 3,Carr-Reynolds,Pass,Good
3893,Male,19,Computer,92.46,2024-10-24,Katelynberg,Year 1,"Walters, Harris and Schmidt",Pass,Excellent
7373,Female,21,Science,40.61,2024-12-04,Kingfort,Year 2,"Dixon, Ellis and Sanders",Fail,Low
5391,Male,22,English,68.07,2025-02-18,Lake Karen,Year 4,Craig-Butler,Pass,Average
5904,Female,21,Science,66.62,2024-12-01,Port Olivia,Year 1,"Parker, Wade and Elliott",Pass,Average
9754,Male,19,Science,45.38,2025-07-24,North Ericchester,Year 1,"Taylor, Flores and Chavez",Fail,Low
2674,Male,19,History,43.81,2025-03-10,South Sharon,Year 2,Villegas Group,Fail,Low
9917,Male,22,Computer,63.28,2025-05-10,Port Melissa,Year 4,"Aguilar, Taylor and Johnson",Pass,Average
6693,Male,23,History,98.02,2025-07-09,Gayhaven,Year 4,Williams-Gross,Pass,Excellent
5774,Male,19,English,63.9,2025-06-17,West Jeffrey,Year 4,Horton-Rice,Pass,Average
7547,Female,23,English,44.59,2024-12-19,Lewishaven,Year 3,"Mathis, Blake and Aguilar",Fail,Low
5400,Male,22,History,89.06,2025-03-29,New Frederickburgh,Year 2,"Campbell, Johnson and Perry",Pass,Excellent
7012,Female,21,Math,54.8,2025-07-14,Jenniferfort,Year 4,Casey-Hebert,Pass,Average
9166,Female,24,Science,71.05,2025-09-09,East Nicolebury,Year 4,Morris Group,Pass,Good
4248,Male,24,Math,88.29,2025-06-18,Silvaville,Year 2,"Sanders, Mendoza and Wallace",Pass,Excellent
5587,Male,20,Computer,55.14,2024-11-06,Miguelton,Year 2,Harris and Sons,Pass,Average
3277,Male,23,English,77.77,2024-12-25,East Charlesville,Year 2,Richardson Group,Pass,Good
3384,Female,21,Science,43.53,2025-07-10,North Derekbury,Year 1,"Foster, Baldwin and Harris",Fail,Low
1792,Female,19,English,70.38,2025-02-18,Gillport,Year 2,"Dunn, Morris and Knox",Pass,Good
4431,Male,18,English,60.56,2025-08-30,Lake Jason,Year 1,Conway-Park,Pass,Average
6939,Male,22,English,50.16,2024-12-22,West Ashleystad,Year 4,Bowman-Jones,Pass,Average
8880,Male,18,Computer,76.74,2025-05-07,North Cheryl,Year 4,Mendez LLC,Pass,Good
9232,Female,19,Science,43.65,2025-01-24,Mullinshaven,Year 2,George-Rogers,Fail,Low
1206,Male,23,History,59.28,2025-05-11,Davisport,Year 1,"Wood, Torres and Trujillo",Pass,Average
